split,product,feature_set,model,ic,sign_accuracy,n_trades_proxy,proxy_edge_sum
loo_test_d4,ROBOT_VACUUMING,no_zscore,ridge_linear,0.0031401642647274058,0.5092546273136568,413,-937.0
loo_test_d4,ROBOT_VACUUMING,no_category,ridge_linear,-0.013128195252440012,0.4942471235617809,232,-685.0
loo_test_d4,ROBOT_VACUUMING,local_only,ridge_linear,-0.0312065931783359,0.47223611805902954,62,-185.5
loo_test_d4,ROBOT_MOPPING,no_orderbook,ridge_linear,0.02607274038332298,0.503751875937969,180,-610.5
loo_test_d4,ROBOT_MOPPING,no_zscore,ridge_linear,0.020036274997119272,0.5057528764382191,176,-473.5
loo_test_d4,ROBOT_MOPPING,no_category,ridge_linear,0.03405838946332306,0.49874937468734365,51,251.5
loo_test_d4,ROBOT_MOPPING,local_only,ridge_linear,0.023204605366775374,0.4992496248124062,2,30.5
loo_test_d4,ROBOT_DISHES,no_orderbook,ridge_linear,0.046295428390163436,0.17658829414707353,805,-1988.0
loo_test_d4,ROBOT_DISHES,no_zscore,ridge_linear,-0.015860201713100684,0.16908454227113556,700,-2706.5
loo_test_d4,ROBOT_DISHES,no_category,ridge_linear,0.05157939698473805,0.16658329164582292,805,-1237.0
loo_test_d4,ROBOT_DISHES,local_only,ridge_linear,0.05525905412607314,0.1630815407703852,734,-1163.0
loo_test_d4,ROBOT_LAUNDRY,no_orderbook,ridge_linear,-0.004734623588686859,0.4912456228114057,408,-1550.5
loo_test_d4,ROBOT_LAUNDRY,no_zscore,ridge_linear,0.00131893216604141,0.5002501250625313,383,-1312.0
loo_test_d4,ROBOT_LAUNDRY,no_category,ridge_linear,4.8186857644918655e-05,0.5002501250625313,225,-870.5
loo_test_d4,ROBOT_LAUNDRY,local_only,ridge_linear,0.004302430198964805,0.49224612306153076,166,-777.5
loo_test_d4,ROBOT_IRONING,no_orderbook,ridge_linear,0.0580074266265136,0.4132066033016508,445,-511.5
loo_test_d4,ROBOT_IRONING,no_zscore,ridge_linear,0.04938168941493029,0.4062031015507754,610,-1020.5
loo_test_d4,ROBOT_IRONING,no_category,ridge_linear,0.07487278112764807,0.41270635317658827,225,100.5
loo_test_d4,ROBOT_IRONING,local_only,ridge_linear,0.0885763855140086,0.4192096048024012,142,141.0
loo_test_d4,UV_VISOR_YELLOW,no_orderbook,ridge_linear,-0.006286633182244804,0.48774387193596797,69,-408.0
loo_test_d4,UV_VISOR_YELLOW,no_zscore,ridge_linear,0.015527123429775422,0.49024512256128067,119,-320.0
loo_test_d4,UV_VISOR_YELLOW,no_category,ridge_linear,0.03183544432744539,0.4947473736868434,55,66.5
loo_test_d4,UV_VISOR_YELLOW,local_only,ridge_linear,0.0075955756257407026,0.48574287143571787,4,55.5
loo_test_d4,UV_VISOR_AMBER,no_orderbook,ridge_linear,0.005715469155447485,0.4867433716858429,223,-1053.0
loo_test_d4,UV_VISOR_AMBER,no_zscore,ridge_linear,0.015555507536751166,0.49224612306153076,188,-641.5
loo_test_d4,UV_VISOR_AMBER,no_category,ridge_linear,0.044689966802610594,0.4897448724362181,69,133.0
loo_test_d4,UV_VISOR_AMBER,local_only,ridge_linear,0.018511522607124443,0.49724862431215605,12,-80.0
loo_test_d4,UV_VISOR_ORANGE,no_orderbook,ridge_linear,-0.009745838812911925,0.5132566283141571,35,94.0
loo_test_d4,UV_VISOR_ORANGE,no_zscore,ridge_linear,-0.015165665641234791,0.4977488744372186,46,127.5
loo_test_d4,UV_VISOR_ORANGE,no_category,ridge_linear,0.005592190111643032,0.4992496248124062,37,128.0
loo_test_d4,UV_VISOR_ORANGE,local_only,ridge_linear,-0.012573040711990347,0.4942471235617809,3,7.5
loo_test_d4,UV_VISOR_RED,no_orderbook,ridge_linear,0.03564788710966872,0.5002501250625313,17,-256.0
loo_test_d4,UV_VISOR_RED,no_zscore,ridge_linear,0.040022192543874596,0.5182591295647824,60,-45.0
loo_test_d4,UV_VISOR_RED,no_category,ridge_linear,0.04576698414069187,0.5052526263131566,56,-69.5
loo_test_d4,UV_VISOR_RED,local_only,ridge_linear,0.03676157552315281,0.5017508754377189,2,63.0
loo_test_d4,UV_VISOR_MAGENTA,no_orderbook,ridge_linear,0.010693567489278424,0.49074537268634316,73,-216.5
loo_test_d4,UV_VISOR_MAGENTA,no_zscore,ridge_linear,0.009025403327754143,0.4797398699349675,80,-202.0
loo_test_d4,UV_VISOR_MAGENTA,no_category,ridge_linear,-0.006770529693694418,0.46823411705852924,70,-46.5
loo_test_d4,UV_VISOR_MAGENTA,local_only,ridge_linear,-0.0001483693774812355,0.48574287143571787,14,61.5
loo_test_d4,TRANSLATOR_SPACE_GRAY,no_orderbook,ridge_linear,-0.014189677050084165,0.48624312156078037,124,-779.5
loo_test_d4,TRANSLATOR_SPACE_GRAY,no_zscore,ridge_linear,-0.024305701390619928,0.4827413706853427,157,-1024.5
loo_test_d4,TRANSLATOR_SPACE_GRAY,no_category,ridge_linear,-0.017273716285034185,0.49824912456228115,82,-568.5
loo_test_d4,TRANSLATOR_SPACE_GRAY,local_only,ridge_linear,0.007185483369148323,0.5002501250625313,3,-4.0
loo_test_d4,TRANSLATOR_ASTRO_BLACK,no_orderbook,ridge_linear,0.009571242268422826,0.5062531265632816,102,73.0
loo_test_d4,TRANSLATOR_ASTRO_BLACK,no_zscore,ridge_linear,0.004479747430388792,0.496248124062031,82,109.5
loo_test_d4,TRANSLATOR_ASTRO_BLACK,no_category,ridge_linear,0.021134776230723778,0.4932466233116558,49,28.0
loo_test_d4,TRANSLATOR_ASTRO_BLACK,local_only,ridge_linear,0.0037957177957419746,0.5027513756878439,13,-81.0
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,no_orderbook,ridge_linear,0.013504142370998753,0.5062531265632816,248,-609.0
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,no_zscore,ridge_linear,0.019538782307779345,0.4957478739369685,249,-959.5
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,no_category,ridge_linear,0.01910402707714044,0.511255627813907,34,25.5
loo_test_d4,TRANSLATOR_ECLIPSE_CHARCOAL,local_only,ridge_linear,0.0048099276516205165,0.5057528764382191,8,-38.0
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,no_orderbook,ridge_linear,0.019058942006139556,0.4897448724362181,148,-546.5
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,no_zscore,ridge_linear,0.02271421557620746,0.4932466233116558,161,-450.5
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,no_category,ridge_linear,0.01729088323718927,0.5022511255627814,72,-67.5
loo_test_d4,TRANSLATOR_GRAPHITE_MIST,local_only,ridge_linear,0.0072715728837777095,0.5022511255627814,2,-8.0
loo_test_d4,TRANSLATOR_VOID_BLUE,no_orderbook,ridge_linear,-0.02171139688653603,0.5032516258129065,160,-980.5
loo_test_d4,TRANSLATOR_VOID_BLUE,no_zscore,ridge_linear,-0.014927516081310674,0.5087543771885943,164,-884.5
loo_test_d4,TRANSLATOR_VOID_BLUE,no_category,ridge_linear,0.011573674707057342,0.5107553776888444,46,131.5
loo_test_d4,TRANSLATOR_VOID_BLUE,local_only,ridge_linear,-0.014902464854959023,0.49524762381190596,8,-115.5
loo_test_d4,PANEL_1X2,no_orderbook,ridge_linear,-0.05084467198836964,0.4687343671835918,22,-133.0
loo_test_d4,PANEL_1X2,no_zscore,ridge_linear,-0.010869019476374786,0.4897448724362181,70,-58.5
loo_test_d4,PANEL_1X2,no_category,ridge_linear,0.05185931781232272,0.5157578789394698,70,117.0
loo_test_d4,PANEL_1X2,local_only,ridge_linear,0.006462458656452718,0.5032516258129065,0,0.0
loo_test_d4,PANEL_2X2,no_orderbook,ridge_linear,-0.05312923232042191,0.4817408704352176,168,-918.5
loo_test_d4,PANEL_2X2,no_zscore,ridge_linear,-0.05380990552130739,0.47123561780890444,216,-1186.0
loo_test_d4,PANEL_2X2,no_category,ridge_linear,-0.019288031001295818,0.4747373686843422,75,-237.5
loo_test_d4,PANEL_2X2,local_only,ridge_linear,-0.029798984164861177,0.47123561780890444,2,-20.5
loo_test_d4,PANEL_1X4,no_orderbook,ridge_linear,-0.0011678218235419012,0.48924462231115556,132,-405.0
loo_test_d4,PANEL_1X4,no_zscore,ridge_linear,0.018907067272239324,0.5052526263131566,281,-1123.0
loo_test_d4,PANEL_1X4,no_category,ridge_linear,-0.00017595388684350907,0.48724362181090547,194,-514.0
loo_test_d4,PANEL_1X4,local_only,ridge_linear,-0.01987936993037495,0.4947473736868434,24,-256.5
loo_test_d4,PANEL_2X4,no_orderbook,ridge_linear,-0.005231721408287245,0.49374687343671836,106,-284.0
loo_test_d4,PANEL_2X4,no_zscore,ridge_linear,0.005091225513011804,0.4867433716858429,81,-39.5
loo_test_d4,PANEL_2X4,no_category,ridge_linear,0.006409406307437048,0.4852426213106553,49,-232.5
loo_test_d4,PANEL_2X4,local_only,ridge_linear,-0.01678235992713208,0.4942471235617809,0,0.0
loo_test_d4,PANEL_4X4,no_orderbook,ridge_linear,-0.008767269171299488,0.5082541270635318,127,-574.0
loo_test_d4,PANEL_4X4,no_zscore,ridge_linear,-0.017852621654638582,0.4917458729364682,122,-644.5
loo_test_d4,PANEL_4X4,no_category,ridge_linear,0.001826291688471255,0.5097548774387194,28,-249.0
loo_test_d4,PANEL_4X4,local_only,ridge_linear,0.03337284798063452,0.5222611305652827,2,-58.0
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,no_orderbook,ridge_linear,-0.0144424900867901,0.4817408704352176,22,-175.5
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,no_zscore,ridge_linear,-0.0254680343251663,0.47723861930965483,56,-579.5
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,no_category,ridge_linear,-0.027785440812399562,0.4842421210605303,42,-417.0
loo_test_d4,OXYGEN_SHAKE_MORNING_BREATH,local_only,ridge_linear,-0.001679450508141309,0.48874437218609307,6,-4.0
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,no_orderbook,ridge_linear,0.00978280031612453,0.4112056028014007,147,-757.0
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,no_zscore,ridge_linear,0.02335584266959756,0.41520760380190097,138,-301.0
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,no_category,ridge_linear,0.02733140626466894,0.4102051025512756,107,-161.0
loo_test_d4,OXYGEN_SHAKE_EVENING_BREATH,local_only,ridge_linear,0.014859549275122938,0.4102051025512756,64,-318.0
loo_test_d4,OXYGEN_SHAKE_MINT,no_orderbook,ridge_linear,0.0027366707154859627,0.49824912456228115,63,-243.0
loo_test_d4,OXYGEN_SHAKE_MINT,no_zscore,ridge_linear,0.022293222246380136,0.49824912456228115,103,-269.5
loo_test_d4,OXYGEN_SHAKE_MINT,no_category,ridge_linear,0.0045220554512786755,0.4942471235617809,67,-230.5
loo_test_d4,OXYGEN_SHAKE_MINT,local_only,ridge_linear,-0.023404556121306166,0.49874937468734365,0,0.0
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,no_orderbook,ridge_linear,0.0769981494958295,0.4842421210605303,167,-222.5
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,no_zscore,ridge_linear,0.08293123121637487,0.48574287143571787,168,-138.5
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,no_category,ridge_linear,0.09787673956676801,0.4842421210605303,120,196.0
loo_test_d4,OXYGEN_SHAKE_CHOCOLATE,local_only,ridge_linear,0.09630466952236583,0.48774387193596797,84,57.0
loo_test_d4,OXYGEN_SHAKE_GARLIC,no_orderbook,ridge_linear,-0.0008817058657693081,0.4977488744372186,5,-134.0
loo_test_d4,OXYGEN_SHAKE_GARLIC,no_zscore,ridge_linear,-0.0002278224647372822,0.49974987493746875,20,-8.5
loo_test_d4,OXYGEN_SHAKE_GARLIC,no_category,ridge_linear,0.015654550027996275,0.4822411205602801,18,16.5
loo_test_d4,OXYGEN_SHAKE_GARLIC,local_only,ridge_linear,0.018287619099446574,0.4852426213106553,1,14.5
loo_test_d4,SNACKPACK_CHOCOLATE,no_orderbook,ridge_linear,0.013805216849959629,0.4977488744372186,2,-13.0
loo_test_d4,SNACKPACK_CHOCOLATE,no_zscore,ridge_linear,0.030041040337584406,0.49974987493746875,59,-103.0
loo_test_d4,SNACKPACK_CHOCOLATE,no_category,ridge_linear,0.009458610871074889,0.4827413706853427,63,-92.5
loo_test_d4,SNACKPACK_CHOCOLATE,local_only,ridge_linear,-0.04125157311358827,0.47873936968484243,0,0.0
loo_test_d4,SNACKPACK_VANILLA,no_orderbook,ridge_linear,0.02263109784555078,0.48874437218609307,1,-7.0
loo_test_d4,SNACKPACK_VANILLA,no_zscore,ridge_linear,0.027772642999846175,0.4957478739369685,15,-23.0
loo_test_d4,SNACKPACK_VANILLA,no_category,ridge_linear,0.01042451019064463,0.4897448724362181,8,-33.0
loo_test_d4,SNACKPACK_VANILLA,local_only,ridge_linear,-0.03354483513242372,0.4932466233116558,0,0.0
loo_test_d4,SNACKPACK_PISTACHIO,no_orderbook,ridge_linear,0.01368302411225575,0.48574287143571787,0,0.0
loo_test_d4,SNACKPACK_PISTACHIO,no_zscore,ridge_linear,0.024796903967730464,0.47873936968484243,39,46.5
loo_test_d4,SNACKPACK_PISTACHIO,no_category,ridge_linear,0.07516333418757558,0.5032516258129065,35,32.0
loo_test_d4,SNACKPACK_PISTACHIO,local_only,ridge_linear,0.0482422839223077,0.5052526263131566,0,0.0
loo_test_d4,SNACKPACK_STRAWBERRY,no_orderbook,ridge_linear,-0.0035352231413324745,0.5017508754377189,11,8.5
loo_test_d4,SNACKPACK_STRAWBERRY,no_zscore,ridge_linear,0.020362797934377168,0.5022511255627814,37,142.0
loo_test_d4,SNACKPACK_STRAWBERRY,no_category,ridge_linear,0.054333420327633074,0.5182591295647824,36,105.5
loo_test_d4,SNACKPACK_STRAWBERRY,local_only,ridge_linear,0.027660158602026322,0.5127563781890946,0,0.0
loo_test_d4,SNACKPACK_RASPBERRY,no_orderbook,ridge_linear,0.008774361221466008,0.5052526263131566,14,-54.0
loo_test_d4,SNACKPACK_RASPBERRY,no_zscore,ridge_linear,0.019464153709433468,0.49974987493746875,35,72.5
loo_test_d4,SNACKPACK_RASPBERRY,no_category,ridge_linear,0.058393704428741845,0.49824912456228115,38,50.0
loo_test_d4,SNACKPACK_RASPBERRY,local_only,ridge_linear,0.04319995583805388,0.5022511255627814,0,0.0
